7,2,0.25
7,2,1
7,2,0.5
7,2,0.25
7,2,0.25
7,2,1
7,2,0.25
7,2,1
7,2,0.5
3,2,0.25
3,2,0.25
3,2,0.25
3,2,0.5
3,2,0.25
7,2,0.25
7,2,0.25
7,2,1
7,2,1
7,2,0.25
7,2,1
7,2,1
7,2,1
7,2,0.5
0,2,1
7,2,0.25
7,2,0.25
7,2,1
7,2,0.25
7,2,0.25
7,2,1
7,2,0.25
5,2,0.25
5,2,0.25
7,2,0.25
7,2,1
3,2,0.25
3,2,0.25
3,2,0.25
3,2,0.5
3,2,0.25
7,2,0.25
7,2,0.25
7,2,1
5,2,0.25
5,2,0.25
3,2,0.25
7,2,0.25
